265	0	0	0	1	0	
5414	0	1	0	1	0	
3789	0	0	0	1	0	
2877	0	1	0	0	0	
18484	1	0	0	0	0	
5083	0	1	0	0	0	
12496	0	1	0	0	0	
6799	0	1	0	0	0	
4398	0	1	0	0	0	
8182	0	0	0	0	1	
9564	1	0	1	0	0	
12752	0	1	0	1	0	
3976	0	0	0	1	0	
540	1	0	1	0	0	
8459	1	0	0	0	0	
4381	1	1	0	0	0	
3766	0	0	0	1	0	
11605	0	0	0	0	1	
17429	0	1	0	0	0	
1827	0	0	0	0	1	
2850	0	1	0	0	0	
11144	0	1	0	1	0	
1968	0	0	0	0	1	
5965	0	0	0	0	1	
3826	1	0	0	0	0	
9207	0	0	1	0	0	
12449	0	0	0	1	0	
1347	0	0	1	0	0	
20421	0	1	0	0	0	
94	1	0	0	0	0	
8048	1	0	1	1	0	
13062	0	0	0	1	0	
18447	1	0	0	0	0	
14998	1	0	0	0	0	
4814	0	0	0	1	0	
18231	0	1	0	0	0	
13194	0	1	0	1	0	
13572	0	1	0	0	0	
1866	0	0	0	0	1	
5087	0	0	0	0	1	
16855	0	0	0	1	0	
18119	0	1	0	0	0	
2920	0	1	0	0	0	
19206	0	1	0	0	0	
2662	0	1	0	0	0	
11257	1	0	0	0	0	
10970	0	0	0	1	0	
7358	0	1	0	0	0	
7806	1	0	0	0	0	
8723	0	0	0	0	1	
2234	0	0	1	0	0	
11371	1	0	0	0	0	
13649	1	0	0	0	1	
3124	1	0	0	0	0	
20377	0	1	0	0	0	
13706	1	0	0	0	1	
1984	0	1	0	0	0	
5642	1	0	0	1	0	
1770	0	0	1	0	0	
6952	0	1	0	1	0	
10926	0	0	1	0	0	
3739	0	0	0	0	1	
931	1	0	0	0	0	
2280	0	1	0	0	0	
19458	0	0	0	1	0	
2289	0	1	0	0	0	
13591	0	1	0	0	1	
10263	1	1	0	0	1	
17141	0	0	1	0	0	
7397	0	1	0	0	0	
4380	1	0	0	0	0	
2456	0	1	0	0	0	
6786	0	1	0	0	1	
22288	0	0	0	0	1	
22142	0	0	0	0	1	
939	0	1	0	0	0	
12185	1	0	0	0	0	
11631	1	0	0	0	0	
3447	0	0	0	1	0	
9896	0	1	0	0	0	
3412	0	0	0	0	1	
1111	1	0	0	1	0	
20802	0	0	0	1	0	
4352	0	0	0	0	1	
86	0	1	0	0	0	
7786	1	0	0	0	0	
10144	0	0	0	1	0	
3857	0	0	1	0	0	
16443	0	1	0	0	0	
9575	0	0	0	1	0	
4092	1	0	0	0	0	
10668	0	1	0	0	0	
9022	0	1	0	0	0	
16675	0	0	1	0	0	
19783	1	0	1	0	0	
10863	0	0	0	0	1	
15444	0	0	0	0	1	
3315	1	0	0	0	0	
2178	1	0	0	0	1	
1100	0	1	0	0	0	
15955	1	0	0	0	0	
20960	0	1	1	0	0	
11162	0	0	0	0	1	
1040	0	0	1	0	0	
21546	0	1	0	0	0	
9711	1	0	1	1	0	
4632	1	0	0	0	1	
10683	0	0	1	0	0	
4195	0	0	1	0	1	
6310	0	0	0	0	1	
2221	1	0	0	1	0	
21513	0	1	0	0	0	
14521	0	0	0	0	1	
10671	0	0	0	0	1	
17492	0	0	0	1	0	
10927	0	0	1	1	0	
2287	0	1	0	0	0	
21096	1	0	0	0	0	
2332	0	0	0	0	1	
14714	1	0	0	0	0	
8454	0	0	1	0	0	
21098	0	1	0	0	0	
4839	0	0	0	0	1	
11633	0	1	0	1	0	
10331	0	1	0	0	0	
7079	0	0	0	0	1	
2727	1	1	0	1	0	
10610	0	0	0	0	1	
3883	0	0	1	0	1	
11098	0	0	0	0	1	
6377	0	0	1	0	0	
13159	0	1	0	0	0	
2209	0	1	0	1	0	
21345	0	1	0	1	0	
5826	0	0	0	0	1	
21605	0	0	1	0	0	
16905	0	1	0	0	0	
12388	0	1	0	0	0	
4408	0	1	0	0	0	
8423	1	0	0	0	0	
4770	0	1	0	1	0	
11225	0	0	0	0	1	
1477	0	0	0	0	1	
840	1	0	0	0	0	
18549	0	1	0	0	0	
19195	0	0	0	1	0	
2594	0	0	0	0	1	
21376	0	1	0	0	0	
11036	0	0	0	1	0	
2062	0	0	0	0	1	
14636	0	1	0	0	0	
6360	0	0	1	0	0	
7128	0	0	1	0	0	
3652	1	0	0	0	0	
11215	0	0	1	0	0	
2646	0	0	1	0	0	
17703	0	0	1	1	0	
5714	0	0	0	0	1	
10313	1	0	0	0	0	
4357	0	1	0	0	0	
2721	0	0	0	0	1	
14990	0	0	0	1	0	
7973	0	1	0	0	0	
1125	0	0	1	1	0	
1719	1	0	0	0	0	
9399	0	0	1	0	0	
13479	0	0	0	1	0	
12431	0	1	0	0	0	
7259	1	0	0	0	0	
7663	1	0	1	0	0	
8513	0	1	0	0	1	
2847	1	0	1	0	0	
3493	0	1	0	1	0	
2756	0	1	0	0	0	
22228	0	0	0	0	1	
17243	0	1	0	0	0	
3101	0	0	0	0	1	
13168	0	0	0	0	1	
10819	0	0	0	1	0	
7135	0	0	1	0	0	
9260	0	0	1	0	0	
982	0	0	0	1	0	
10419	0	0	0	1	0	
5829	0	0	0	0	1	
6093	0	0	1	0	0	
20383	0	1	0	0	0	
1285	0	1	0	0	0	
10990	0	1	0	0	0	
906	0	0	0	1	0	
14154	0	1	0	0	0	
2036	0	0	1	0	0	
3618	1	0	0	0	0	
2752	0	0	0	1	0	
8235	1	0	0	0	0	
